k_index,q1,q2,q3,band,energy_eV
10,0.287903018400017,0.5914931000877691,0.0,3,-13.204577167962798
10,0.287903018400017,0.5914931000877691,0.0,4,-13.201285838598917
10,0.287903018400017,0.5914931000877691,0.0,5,-6.571891218504746
10,0.287903018400017,0.5914931000877691,0.0,6,-6.56415998289434
10,0.287903018400017,0.5914931000877691,0.0,7,-6.187654588429384
10,0.287903018400017,0.5914931000877691,0.0,8,-6.164078360074356
10,0.287903018400017,0.5914931000877691,0.0,9,-5.104982159082294
10,0.287903018400017,0.5914931000877691,0.0,10,-5.079048806581701
10,0.287903018400017,0.5914931000877691,0.0,11,-4.76499313812093
10,0.287903018400017,0.5914931000877691,0.0,12,-4.754289010370762
10,0.287903018400017,0.5914931000877691,0.0,13,-4.408854709731209
10,0.287903018400017,0.5914931000877691,0.0,14,-4.3714643693987245
10,0.287903018400017,0.5914931000877691,0.0,15,-3.4608497823834536
10,0.287903018400017,0.5914931000877691,0.0,16,-3.4513472896929396
10,0.287903018400017,0.5914931000877691,0.0,17,-1.549607346993295
10,0.287903018400017,0.5914931000877691,0.0,18,-1.4167001369350194
10,0.287903018400017,0.5914931000877691,0.0,19,0.5327368361676283
10,0.287903018400017,0.5914931000877691,0.0,20,0.5447367966838579
10,0.287903018400017,0.5914931000877691,0.0,21,1.5506513109699283
10,0.287903018400017,0.5914931000877691,0.0,22,1.5726559674275018
10,0.287903018400017,0.5914931000877691,0.0,23,1.8399283615639863
10,0.287903018400017,0.5914931000877691,0.0,24,1.9747750844233778
10,0.287903018400017,0.5914931000877691,0.0,25,3.309055402418021
10,0.287903018400017,0.5914931000877691,0.0,26,3.382637084075711
11,0.287903018400017,0.604607702365829,0.0,1,-13.318390106952554
11,0.287903018400017,0.604607702365829,0.0,2,-13.288434245132438
11,0.287903018400017,0.604607702365829,0.0,3,-13.194779703128978
11,0.287903018400017,0.604607702365829,0.0,4,-13.191447953573958
11,0.287903018400017,0.604607702365829,0.0,5,-6.600551365662012
11,0.287903018400017,0.604607702365829,0.0,6,-6.5930178540875914
11,0.287903018400017,0.604607702365829,0.0,7,-6.142819130668341
11,0.287903018400017,0.604607702365829,0.0,8,-6.11656744701312
11,0.287903018400017,0.604607702365829,0.0,9,-5.169233626787944
11,0.287903018400017,0.604607702365829,0.0,10,-5.142506753919127
11,0.287903018400017,0.604607702365829,0.0,11,-4.7839538273030495
11,0.287903018400017,0.604607702365829,0.0,12,-4.77699127144033
11,0.287903018400017,0.604607702365829,0.0,13,-4.38139934766307
11,0.287903018400017,0.604607702365829,0.0,14,-4.341724142339006
11,0.287903018400017,0.604607702365829,0.0,15,-3.50279882923484
11,0.287903018400017,0.604607702365829,0.0,16,-3.4902216646471533
11,0.287903018400017,0.604607702365829,0.0,17,-1.5134197982650361
11,0.287903018400017,0.604607702365829,0.0,18,-1.3771225721045197
11,0.287903018400017,0.604607702365829,0.0,19,0.49865276651313856
11,0.287903018400017,0.604607702365829,0.0,20,0.5077204424050761
11,0.287903018400017,0.604607702365829,0.0,21,1.5412355293092568
11,0.287903018400017,0.604607702365829,0.0,22,1.5662885108148212
11,0.287903018400017,0.604607702365829,0.0,23,1.8844692682851547
11,0.287903018400017,0.604607702365829,0.0,24,2.022515973286562
11,0.287903018400017,0.604607702365829,0.0,25,3.329412453539816
11,0.287903018400017,0.604607702365829,0.0,26,3.4052499559290483
12,0.287903018400017,0.6177223046438888,0.0,1,-13.305987653252686
12,0.287903018400017,0.6177223046438888,0.0,2,-13.275588671039937
12,0.287903018400017,0.6177223046438888,0.0,3,-13.187690443524911
12,0.287903018400017,0.6177223046438888,0.0,4,-13.184331943436813
12,0.287903018400017,0.6177223046438888,0.0,5,-6.621234542131285
12,0.287903018400017,0.6177223046438888,0.0,6,-6.6138454275924925
12,0.287903018400017,0.6177223046438888,0.0,7,-6.104241847955271
12,0.287903018400017,0.6177223046438888,0.0,8,-6.075573867350853
