valley,delta_kx_inv_A,omega18_z_A2,E17_eV,E18_eV
Kprime,0.063,5.705149165893912,-1.4430697277411546,-1.298897389140955
Kprime,0.06359999999999999,5.69225006140204,-1.4434936463654715,-1.299379545957768
Kprime,0.06419999999999998,5.6793509569101674,-1.4439175649897882,-1.2998617027745805
Kprime,0.0648,5.6664518524182945,-1.4443414836141053,-1.3003438595913934
Kprime,0.06539999999999999,5.6535527479264225,-1.4447654022384222,-1.3008260164082062
Kprime,0.06599999999999998,5.64065364343455,-1.445189320862739,-1.301308173225019
Kprime,0.06659999999999999,5.627754538942677,-1.445613239487056,-1.3017903300418319
Kprime,0.06719999999999998,5.614855434450804,-1.446037158111373,-1.3022724868586446
Kprime,0.0678,5.601956329958931,-1.4464610767356896,-1.3027546436754573
Kprime,0.06839999999999999,5.589057225467059,-1.4468849953600067,-1.30323680049227
Kprime,0.06899999999999998,5.576158120975185,-1.4473089139843234,-1.303718957309083
Kprime,0.0696,5.563259016483312,-1.4477328326086405,-1.3042011141258958
Kprime,0.07019999999999998,5.550359911991439,-1.4481567512329574,-1.3046832709427085
Kprime,0.07079999999999997,5.537460807499567,-1.4485806698572743,-1.3051654277595213
Kprime,0.07139999999999999,5.524561703007693,-1.449004588481591,-1.305647584576334
Kprime,0.07199999999999998,5.511662598515821,-1.449428507105908,-1.3061297413931467
Kprime,0.0726,5.498763494023947,-1.4498524257302248,-1.3066118982099597
Kprime,0.07319999999999999,5.485864389532075,-1.450276344354542,-1.3070940550267725
Kprime,0.07379999999999998,5.472965285040203,-1.4507002629788586,-1.3075762118435854
Kprime,0.0744,5.4600661805483295,-1.4511241816031755,-1.3080583686603982
Kprime,0.07499999999999998,5.4471670760564574,-1.4515481002274924,-1.308540525477211
Kprime,0.0756,5.434267971564584,-1.4519720188518095,-1.3090226822940236
Kprime,0.07619999999999999,5.421368867072711,-1.4523959374761262,-1.3095048391108364
Kprime,0.07679999999999998,5.408469762580839,-1.4528198561004433,-1.3099869959276491
Kprime,0.0774,5.395570658088966,-1.45324377472476,-1.310469152744462
Kprime,0.07799999999999999,5.382671553597093,-1.453667693349077,-1.3109513095612748
Kprime,0.07859999999999998,5.36977244910522,-1.4540916119733938,-1.3114334663780878
Kprime,0.07919999999999999,5.356873344613348,-1.4545155305977109,-1.3119156231949005
Kprime,0.07979999999999998,5.343974240121475,-1.4549394492220276,-1.3123977800117133
Kprime,0.0804,5.331075135629601,-1.4553633678463445,-1.312879936828526
Kprime,0.08099999999999999,5.318176031137728,-1.4557872864706614,-1.3133620936453387
Kprime,0.08159999999999998,5.305276926645856,-1.4562112050949783,-1.3138442504621515
Kprime,0.0822,5.292377822153982,-1.4566351237192954,-1.3143264072789644
Kprime,0.08279999999999998,5.27947871766211,-1.457059042343612,-1.3148085640957772
Kprime,0.08339999999999997,5.266579613170237,-1.457482960967929,-1.3152907209125901
Kprime,0.08399999999999999,5.2536805086783644,-1.457906879592246,-1.3157728777294029
Kprime,0.08459999999999998,5.2407814041864915,-1.4583307982165628,-1.3162550345462156
Kprime,0.0852,5.227882299694619,-1.4587547168408797,-1.3167371913630284
Kprime,0.08579999999999999,5.214983195202747,-1.4591786354651965,-1.317219348179841
Kprime,0.08639999999999998,5.202084090710874,-1.4596025540895134,-1.3177015049966538
Kprime,0.087,5.189184986219001,-1.4600264727138303,-1.3181836618134666
Kprime,0.08759999999999998,5.176285881727128,-1.4604503913381472,-1.3186658186302795
Kprime,0.08819999999999997,5.163386777235255,-1.4608743099624641,-1.3191479754470923
Kprime,0.08879999999999999,5.150487672743382,-1.461298228586781,-1.319630132263905
Kprime,0.08939999999999998,5.137588568251509,-1.461722147211098,-1.320112289080718
Kprime,0.09,5.124689463759636,-1.4621460658354148,-1.3205944458975307
Kprime,0.09059999999999999,5.110693162094365,-1.462673710452585,-1.3211928017409655
Kprime,0.09119999999999998,5.096696860429096,-1.4632013550697553,-1.3217911575844004
Kprime,0.09179999999999999,5.0827005587638245,-1.4637289996869256,-1.3223895134278352
Kprime,0.09239999999999998,5.068704257098554,-1.464256644304096,-1.3229878692712702
Kprime,0.093,5.054707955433283,-1.464784288921266,-1.3235862251147048
Kprime,0.09359999999999999,5.040711653768012,-1.4653119335384366,-1.3241845809581396
Kprime,0.09419999999999998,5.026715352102743,-1.4658395781556068,-1.3247829368015747
Kprime,0.0948,5.012719050437471,-1.466367222772777,-1.3253812926450095
Kprime,0.09539999999999998,4.998722748772201,-1.4668948673899473,-1.3259796484884443
Kprime,0.09599999999999997,4.98472644710693,-1.4674225120071176,-1.3265780043318791
Kprime,0.09659999999999999,4.970730145441659,-1.4679501566242878,-1.327176360175314
Kprime,0.09719999999999998,4.956733843776389,-1.468477801241458,-1.3277747160187487
Kprime,0.0978,4.942737542111118,-1.4690054458586286,-1.3283730718621838
Kprime,0.09839999999999999,4.928741240445849,-1.4695330904757986,-1.3289714277056186
Kprime,0.09899999999999998,4.9147449387805775,-1.470060735092969,-1.3295697835490534
Kprime,0.0996,4.900748637115306,-1.4705883797101391,-1.3301681393924882
Kprime,0.10019999999999998,4.886752335450036,-1.4711160243273094,-1.330766495235923
Kprime,0.10079999999999997,4.872756033784766,-1.4716436689444798,-1.3313648510793579
Kprime,0.10139999999999999,4.858759732119495,-1.47217131356165,-1.3319632069227927
Kprime,0.10199999999999998,4.844763430454224,-1.4726989581788203,-1.3325615627662275
Kprime,0.1026,4.8307671287889535,-1.4732266027959906,-1.3331599186096623
Kprime,0.10319999999999999,4.816770827123683,-1.4737542474131609,-1.3337582744530971
Kprime,0.10379999999999998,4.802774525458412,-1.474281892030331,-1.334356630296532
Kprime,0.10439999999999999,4.788778223793141,-1.4748095366475016,-1.334954986139967
Kprime,0.10499999999999998,4.774781922127872,-1.4753371812646718,-1.3355533419834018
Kprime,0.10559999999999997,4.760785620462601,-1.475864825881842,-1.3361516978268366
Kprime,0.10619999999999999,4.74678931879733,-1.4763924704990123,-1.3367500536702714
Kprime,0.10679999999999998,4.732793017132059,-1.4769201151161826,-1.3373484095137065
Kprime,0.1074,4.718796715466788,-1.4774477597333529,-1.3379467653571413
Kprime,0.10799999999999998,4.704800413801518,-1.477975404350523,-1.3385451212005761
Kprime,0.10859999999999997,4.690804112136248,-1.4785030489676934,-1.339143477044011
Kprime,0.10919999999999999,4.676807810470977,-1.4790306935848636,-1.3397418328874457
Kprime,0.10979999999999998,4.6628115088057065,-1.4795583382020339,-1.3403401887308806
Kprime,0.1104,4.648815207140435,-1.4800859828192041,-1.3409385445743154
Kprime,0.11099999999999999,4.634818905475166,-1.4806136274363744,-1.3415369004177502
Kprime,0.11159999999999998,4.620822603809894,-1.4811412720535448,-1.342135256261185
Kprime,0.1122,4.606826302144624,-1.4816689166707149,-1.3427336121046198
Kprime,0.11279999999999998,4.592830000479353,-1.4821965612878854,-1.3433319679480547
Kprime,0.11339999999999997,4.578833698814083,-1.4827242059050556,-1.3439303237914895
Kprime,0.11399999999999999,4.564837397148812,-1.4832518505222259,-1.3445286796349245
Kprime,0.11459999999999998,4.550841095483542,-1.483779495139396,-1.345127035478359
Kprime,0.1152,4.53684479381827,-1.4843071397565664,-1.3457253913217941
Kprime,0.11579999999999999,4.522848492153,-1.4848347843737366,-1.346323747165229
Kprime,0.11639999999999998,4.50885219048773,-1.4853624289909069,-1.3469221030086638
Kprime,0.11699999999999999,4.4948558888224595,-1.4858900736080773,-1.3475204588520988
Kprime,0.11759999999999998,4.4808595871571875,-1.4864177182252474,-1.3481188146955336
Kprime,0.11819999999999997,4.466863285491918,-1.4869453628424179,-1.3487171705389684
Kprime,0.11879999999999999,4.452866983826647,-1.487473007459588,-1.3493155263824033
Kprime,0.11939999999999998,4.438870682161377,-1.4880006520767584,-1.349913882225838
Kprime,0.12,4.424874380496106,-1.4885282966939286,-1.350512238069273
