# schema=VASPBERRY_BARE_MOMENTUM_KUBO_V2
# vaspberry_version=1.3.0
# normalization=STANDARD_MINUS_TWO_IM
# operator=WAVECAR_BARE_MOMENTUM_NO_PAW_NONLOCAL_VELOCITY
# berry_connection=A_i=i<u|d/dk_i u>
# occupation_weighting=NONE
# degeneracy_policy=SKIP_ABS_GAP_LE_MACHINE_EPSILON_eV
# migration=PRE_1.3_KUBO_CURVATURE_AND_CHERN_DIVIDE_BY_2
# index_base=1
# intermediate_bands=1:26
spin,k_index,band,kx_frac,ky_frac,kz_frac,energy_eV,omega_z_A2,min_gap_eV
1,56,17,-4.16666666666666963E-001, 3.33333333333333037E-001, 0.00000000000000000E+000,-1.59051031268286658E+000, 2.57978443992352524E+000, 1.27873120314310196E-001
1,57,17,-3.33333333333333037E-001, 3.33333333333333093E-001, 0.00000000000000000E+000,-1.42198359675562425E+000, 5.24999716957083340E+000, 1.47109711085631201E-001
1,58,17,-2.50000000000000000E-001, 3.33333333333333093E-001, 0.00000000000000000E+000,-1.59051234285494170E+000, 2.57976247935521563E+000, 1.27873024092206578E-001
1,59,17,-1.66666666666666075E-001, 3.33333333333333093E-001, 0.00000000000000000E+000,-1.85811732764990145E+000, 1.33700462160083311E+000, 1.06859812681386668E-001
1,60,17,-8.33333333333330373E-002, 3.33333333333333148E-001, 0.00000000000000000E+000,-2.10268195275402814E+000, 1.48685237826641947E-001, 8.77653753090630318E-002
1,61,17, 0.00000000000000000E+000, 4.16666666666667074E-001, 0.00000000000000000E+000,-2.16946603899920909E+000,-1.86351861294856107E+001, 1.21247425344250814E-006
1,62,17, 8.33333333333330373E-002, 4.16666666666666963E-001, 0.00000000000000000E+000,-2.10268164263151558E+000,-1.48606771682638583E-001, 8.77657998809642237E-002
1,63,17, 1.66666666666666963E-001, 4.16666666666667074E-001, 0.00000000000000000E+000,-2.10325084091932890E+000,-1.11679385480723048E+000, 9.71040375794043342E-002
1,64,17, 2.50000000000000000E-001, 4.16666666666666963E-001, 0.00000000000000000E+000,-2.10325104904962679E+000,-1.11676501908808556E+000, 9.71039461543963256E-002
1,65,17, 3.33333333333333037E-001, 4.16666666666666963E-001, 0.00000000000000000E+000,-2.10268209428811925E+000,-1.48537156791688163E-001, 8.77655008785795943E-002
1,66,17, 4.16666666666666963E-001, 4.16666666666666963E-001, 0.00000000000000000E+000,-2.16946655636682273E+000, 1.20382438925229218E+011, 1.46185241689522627E-009
1,67,17, 5.00000000000000000E-001, 4.16666666666666963E-001, 0.00000000000000000E+000,-1.87330252426089583E+000, 1.86791182266747402E+000, 9.46016590943430380E-002
1,68,17,-4.16666666666666963E-001, 4.16666666666667185E-001, 0.00000000000000000E+000,-1.69101774232943791E+000, 1.50135949068870134E+000, 1.12504378770341917E-001
1,69,17,-3.33333333333333037E-001, 4.16666666666667074E-001, 0.00000000000000000E+000,-1.59051031369628415E+000, 2.57980375716684973E+000, 1.27873122226027647E-001
1,70,17,-2.50000000000000000E-001, 4.16666666666667074E-001, 0.00000000000000000E+000,-1.59051086726052882E+000, 2.57977183476417737E+000, 1.27873075494230770E-001
1,71,17,-1.66666666666666075E-001, 4.16666666666667074E-001, 0.00000000000000000E+000,-1.69101876814138374E+000, 1.50134523068740089E+000, 1.12504328752447202E-001
1,72,17,-8.33333333333330373E-002, 4.16666666666667074E-001, 0.00000000000000000E+000,-1.87330278800961070E+000, 1.86783847212019372E+000, 9.46015844343142120E-002
1,73,17, 0.00000000000000000E+000, 5.00000000000000111E-001, 0.00000000000000000E+000,-2.01454191122262438E+000, 1.38534856001269549E+008, 1.85021953313935228E-009
1,74,17, 8.33333333333330373E-002, 5.00000000000000000E-001, 0.00000000000000000E+000,-1.87330245923067573E+000,-1.86789390815957113E+000, 9.46016969610574687E-002
1,75,17, 1.66666666666666963E-001, 5.00000000000000111E-001, 0.00000000000000000E+000,-1.85811558696319157E+000,-1.33702194857941592E+000, 1.06859862202251632E-001
1,76,17, 2.50000000000000000E-001, 5.00000000000000000E-001, 0.00000000000000000E+000,-1.88013907274940939E+000,-1.56239253257539645E+000, 1.10666085990353658E-001
1,77,17, 3.33333333333333037E-001, 5.00000000000000111E-001, 0.00000000000000000E+000,-1.85811561467566966E+000,-1.33698053862266630E+000, 1.06859829413576524E-001
1,78,17, 4.16666666666666963E-001, 5.00000000000000000E-001, 0.00000000000000000E+000,-1.87330252586169710E+000,-1.86788188425528889E+000, 9.46016622700613929E-002
1,79,17, 5.00000000000000000E-001, 5.00000000000000000E-001, 0.00000000000000000E+000,-2.01454239654616263E+000,-1.15502380989101744E+009, 1.11447651107710044E-009
