# k_index	kx_frac	ky_frac	kz_frac	source_k_weight	photon_eV	I_plus_A2_per_eV	I_minus_A2_per_eV	eta	eta_valid
1	0.0	0.0	0.0	0.02	2.86	3.61157678780719e-05	3.611597506308938e-05	nan	False
1	0.0	0.0	0.0	0.02	2.87	8.184775879455309e-05	8.18481475954356e-05	nan	False
1	0.0	0.0	0.0	0.02	2.88	0.00018103582750805653	0.0001810365288103683	nan	False
1	0.0	0.0	0.0	0.02	2.89	0.0003900510528286957	0.00039005226887316126	nan	False
1	0.0	0.0	0.0	0.02	2.9	0.000816945259993199	0.0008169472873698746	nan	False
1	0.0	0.0	0.0	0.02	2.91	0.0016600647585270972	0.001660068009083515	nan	False
1	0.0	0.0	0.0	0.02	2.92	0.0032669220814799346	0.003266927095038219	nan	False
1	0.0	0.0	0.0	0.02	2.93	0.006216613495072902	0.006216620936629869	nan	False
1	0.0	0.0	0.0	0.02	2.94	0.011423402307706422	0.011423412942339029	nan	False
1	0.0	0.0	0.0	0.02	2.95	0.020248374380469766	0.020248389022201	nan	False
1	0.0	0.0	0.0	0.02	2.96	0.03459040265530293	0.03459042209169076	-2.809505076530947e-07	True
1	0.0	0.0	0.0	0.02	2.97	0.05690988739476664	0.056909912295874665	-2.1877659326812598e-07	True
1	0.0	0.0	0.0	0.02	2.98	0.09012543455785092	0.0901254653844353	-1.710204187176312e-07	True
1	0.0	0.0	0.0	0.02	2.99	0.13732455492494736	0.1373245918536381	-1.3445769330571454e-07	True
1	0.0	0.0	0.0	0.02	3.0	0.2012546653292841	0.20125470821039745	-1.0653444658319404e-07	True
1	0.0	0.0	0.0	0.02	3.0100000000000002	0.283615230361354	0.28361527871762776	-8.524977586537174e-08	True
1	0.0	0.0	0.0	0.02	3.02	0.38424989640035717	0.3842499494644419	-6.904892046876327e-08	True
1	0.0	0.0	0.0	0.02	3.0300000000000002	0.5004185619217445	0.5004186187004678	-5.673122899299602e-08	True
1	0.0	0.0	0.0	0.02	3.04	0.6263812783097251	0.6263813376578652	-4.73738115366638e-08	True
1	0.0	0.0	0.0	0.02	3.0500000000000003	0.75351507877827	0.7535151394660279	-4.0269768446191474e-08	True
1	0.0	0.0	0.0	0.02	3.06	0.8710921975672561	0.8710922583330347	-3.487907289341581e-08	True
1	0.0	0.0	0.0	0.02	3.07	0.9676836234547647	0.9676836830447332	-3.0790004726784386e-08	True
1	0.0	0.0	0.0	0.02	3.08	1.0329590706918754	1.0329591278953736	-2.7689139966740393e-08	True
1	0.0	0.0	0.0	0.02	3.09	1.0594992731468775	1.0594993268383974	-2.5338157324470263e-08	True
1	0.0	0.0	0.0	0.02	3.1	1.0441826175965894	1.0441826667901188	-2.3555998483588056e-08	True
1	0.0	0.0	0.0	0.02	3.11	0.9887881111143527	0.9887881550268292	-2.220519996356867e-08	True
1	0.0	0.0	0.0	0.02	3.12	0.899653934202216	0.8996539723141627	-2.1181447917633282e-08	True
