k_index,q1,q2,q3,path_inv_A,band,energy_eV
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,4,-13.24081388910172
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,5,-6.456044702068532
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,6,-6.447582400743153
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,7,-6.3075024187678945
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,8,-6.291312776499648
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,9,-4.977661582241204
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,10,-4.962825784341446
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,11,-4.623084530301435
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,12,-4.590718479630942
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,13,-4.493818614878478
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,14,-4.459758818656722
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,15,-3.319139824278618
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,16,-3.318040788498918
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,17,-1.6744830015424492
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,18,-1.5515885962876945
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,19,0.6416298609661963
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,20,0.659765426775017
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,21,1.5815021792499415
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,22,1.5836695118519186
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,23,1.6902047590775107
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,24,1.799306356448663
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,25,3.233034978885961
5,0.2777777777777778,0.5555555555555556,0.0,0.2201173382724339,26,3.296970126316599
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,1,-13.48007716056027
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,2,-13.455521164689454
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,3,-13.284916926627282
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,4,-13.2820217016808
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,5,-6.368361930798838
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,6,-6.35924083214287
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,7,-6.334126438206164
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,8,-6.323405027478497
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,9,-4.937124982381791
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,10,-4.926594784534229
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,11,-4.561780990125673
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,12,-4.546243280238271
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,13,-4.43013170282534
6,0.2638888888888889,0.5277777777777778,0.0,0.27514667284054245,14,-4.402665663772579
