# schema=VASPBERRY_BARE_MOMENTUM_KUBO_V2
# vaspberry_version=1.3.0
# normalization=STANDARD_MINUS_TWO_IM
# operator=WAVECAR_BARE_MOMENTUM_NO_PAW_NONLOCAL_VELOCITY
# berry_connection=A_i=i<u|d/dk_i u>
# occupation_weighting=NONE
# degeneracy_policy=SKIP_ABS_GAP_LE_MACHINE_EPSILON_eV
# migration=PRE_1.3_KUBO_CURVATURE_AND_CHERN_DIVIDE_BY_2
# index_base=1
# intermediate_bands=1:32
spin,k_index,band,kx_frac,ky_frac,kz_frac,energy_eV,omega_z_A2,min_gap_eV
1,38,18,-1.88403913043478283E-001,-3.76811782608695633E-001, 0.00000000000000000E+000,-2.07852296759931043E+000, 6.90633217199286498E-001, 9.13179779421318116E-002
1,39,18,-2.02896521739130448E-001,-4.05797304347826071E-001, 0.00000000000000000E+000,-2.03127780057456242E+000, 1.43717164065841141E+000, 9.66525666112256765E-002
1,40,18,-2.17389130434782640E-001,-4.34782826086956509E-001, 0.00000000000000000E+000,-1.96854423059517925E+000, 1.65853360049018139E+000, 1.00843364913748124E-001
1,41,18,-2.31881739130434805E-001,-4.63768347826086946E-001, 0.00000000000000000E+000,-1.89010981329817151E+000, 1.65121196451604568E+000, 1.04884551787362001E-001
1,42,18,-2.46374347826086970E-001,-4.92753869565217384E-001, 0.00000000000000000E+000,-1.79547501321950720E+000, 1.65366633134786212E+000, 1.09402586628930987E-001
1,43,18,-2.60866956521739135E-001,-5.21739391304347766E-001, 0.00000000000000000E+000,-1.68696081938965459E+000, 1.82769020388970316E+000, 1.14881496739258404E-001
1,44,18,-2.75359565217391355E-001,-5.50724913043478259E-001, 0.00000000000000000E+000,-1.57096549794919094E+000, 2.29306058291376447E+000, 1.21639257080169205E-001
1,45,18,-2.89852173913043520E-001,-5.79710434782608641E-001, 0.00000000000000000E+000,-1.45792622322378307E+000, 3.20008947088286266E+000, 1.29604259131790966E-001
1,46,18,-3.04344782608695685E-001,-6.08695956521739134E-001, 0.00000000000000000E+000,-1.36163492863008528E+000, 4.57913021380215923E+000, 1.37903467935822865E-001
1,47,18,-3.18837391304347850E-001,-6.37681478260869516E-001, 0.00000000000000000E+000,-1.29705936061901861E+000, 6.02696778741156614E+000, 1.44546699636102005E-001
1,48,18,-3.33330000000000015E-001,-6.66667000000000010E-001, 0.00000000000000000E+000,-1.27487388619978392E+000, 6.67125254490521247E+000, 1.47109710999611121E-001
